"datum_vysledku";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni_primarni";"pocet_testu_u_pozitivnich";"pocet_opakovanych"
"2020-09-16";"CZ099Y";"N/A";"M";"20-64";"6";"7";"1"
"2020-09-19";"CZ0202";"Beroun";"Z";"0-19";"1";"2";"1"
"2020-04-16";"CZ0803";"HavÌ¯ov";"Z";"0-19";"";"2";""
"2020-03-24";"CZ0805";"Opava";"M";"20-64";"";"2";""
"2020-09-03";"CZ0202";"Beroun";"M";"20-64";"2";"10";"8"
"2020-05-13";"CZ0722";"UherskÈ HradiötÏ";"M";"20-64";"1";"1";"0"
"2020-10-11";"CZ0803";"HavÌ¯ov";"Z";"20-64";"4";"8";"4"
"2020-04-23";"CZ0722";"Uhersk˝ Brod";"Z";"0-19";"";"2";""
"2020-04-08";"CZ0631";"SvÏtl· nad S·zavou";"M";"20-64";"";"2";""
"2020-04-17";"CZ0201";"Vlaöim";"Z";"0-19";"";"1";""
"2020-09-23";"CZ0533";"Litomyöl";"Z";"65+";"1";"4";"3"
"2020-06-08";"CZ020B";"P¯Ìbram";"Z";"20-64";"";"1";""
"2020-08-21";"CZ0325";"Kralovice";"Z";"20-64";"";"10";""
"2020-06-10";"CZ0532";"Pardubice";"M";"0-19";"";"4";""
"2020-06-06";"CZ0806";"Ostrava";"M";"20-64";"";"20";""
"2020-10-10";"CZ0512";"Turnov";"Z";"20-64";"1";"2";"1"
"2020-09-20";"CZ0424";"Louny";"Z";"20-64";"";"2";""
"2020-09-10";"CZ0643";"IvanËice";"Z";"65+";"";"3";""
"2020-06-02";"CZ0632";"Jihlava";"Z";"20-64";"";"3";""
"2020-04-09";"CZ0100";"Praha";"M";"20-64";"9";"122";"113"
"2020-10-09";"CZ0426";"Teplice";"Z";"20-64";"14";"28";"14"
"2020-09-22";"CZ0512";"Jablonec nad Nisou";"M";"65+";"1";"2";"1"
"2020-10-04";"CZ0513";"Liberec";"Z";"0-19";"13";"26";"13"
"2020-07-02";"CZ0412";"Karlovy Vary";"Z";"20-64";"";"1";""
"2020-04-15";"CZ0802";"Fr˝dek-MÌstek";"Z";"20-64";"3";"16";"13"
"2020-04-11";"CZ0426";"Teplice";"M";"65+";"";"1";""
"2020-03-03";"CZ0534";"VysokÈ M˝to";"Z";"20-64";"";"1";""
"2020-04-27";"CZ0805";"HluËÌn";"M";"65+";"";"1";""
"2020-03-31";"CZ0314";"PÌsek";"Z";"20-64";"";"1";""
"2020-06-10";"CZ0421";"DÏËÌn";"Z";"20-64";"";"2";""
"2020-08-31";"CZ0524";"Dobruöka";"Z";"65+";"";"2";""
"2020-08-26";"CZ0327";"St¯Ìbro";"M";"20-64";"1";"2";"1"
"2020-03-23";"CZ0207";"Mlad· Boleslav";"M";"20-64";"";"1";""
"2020-09-02";"CZ0715";"äumperk";"M";"20-64";"";"1";""
"2020-04-18";"CZ0635";"Byst¯ice nad Pernötejnem";"M";"20-64";"";"1";""
"2020-10-03";"CZ0525";"VrchlabÌ";"M";"20-64";"2";"2";"0"
"2020-08-01";"CZ0631";"ChotÏbo¯";"M";"0-19";"";"1";""
"2020-04-16";"CZ0644";"B¯eclav";"M";"20-64";"2";"8";"6"
"2020-09-12";"CZ0412";"Ostrov";"M";"20-64";"2";"4";"2"
"2020-03-22";"CZ0531";"Hlinsko";"Z";"20-64";"";"1";""
"2020-05-14";"CZ0643";"älapanice";"M";"20-64";"1";"2";"1"
"2020-07-30";"CZ0204";"KolÌn";"M";"20-64";"";"1";""
"2020-05-16";"CZ0206";"Neratovice";"M";"0-19";"";"1";""
"2020-10-01";"CZ0715";"Mohelnice";"M";"20-64";"1";"3";"2"
"2020-08-09";"CZ0100";"Praha";"Z";"0-19";"4";"9";"5"
"2020-10-07";"CZ0803";"Karvin·";"Z";"65+";"3";"11";"8"
"2020-09-01";"CZ0804";"Kop¯ivnice";"Z";"0-19";"";"2";""
"2020-04-04";"CZ0522";"JiËÌn";"Z";"65+";"";"1";""
"2020-10-10";"CZ0322";"Suöice";"Z";"65+";"1";"2";"1"
"2020-04-23";"CZ0712";"Litovel";"M";"0-19";"";"5";""
"2020-05-24";"CZ0533";"Moravsk· T¯ebov·";"M";"20-64";"";"1";""
"2020-04-28";"CZ0423";"Roudnice nad Labem";"Z";"20-64";"";"2";""
"2020-08-04";"CZ0805";"Opava";"M";"0-19";"";"1";""
"2020-03-25";"CZ0803";"»esk˝ TÏöÌn";"M";"20-64";"1";"2";"1"
"2020-03-23";"CZ0321";"Domaûlice";"Z";"20-64";"1";"4";"3"
"2020-04-24";"CZ0522";"JiËÌn";"Z";"20-64";"";"2";""
"2020-07-11";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"20-64";"";"1";""
"2020-09-11";"CZ0803";"HavÌ¯ov";"M";"20-64";"";"4";""
"2020-10-04";"CZ0321";"Stod";"Z";"20-64";"1";"2";"1"
"2020-10-08";"CZ0412";"Ostrov";"Z";"20-64";"3";"6";"3"
"2020-04-23";"CZ0631";"HavlÌËk˘v Brod";"Z";"65+";"";"8";""
"2020-06-10";"CZ0644";"B¯eclav";"Z";"20-64";"";"3";""
"2020-04-26";"CZ0325";"N˝¯any";"M";"20-64";"";"1";""
"2020-04-06";"CZ0804";"Kop¯ivnice";"M";"0-19";"";"3";""
"2020-04-23";"CZ0424";"éatec";"M";"65+";"";"6";""
"2020-06-25";"CZ0531";"Chrudim";"M";"20-64";"";"2";""
"2020-03-18";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"";"2";""
"2020-08-15";"CZ0631";"HavlÌËk˘v Brod";"M";"20-64";"1";"2";"1"
"2020-09-22";"CZ0423";"N/A";"M";"20-64";"1";"1";"0"
"2020-03-27";"CZ0203";"Slan˝";"Z";"20-64";"1";"3";"2"
"2020-10-02";"CZ0634";"T¯ebÌË";"M";"65+";"1";"2";"1"
"2020-09-08";"CZ0203";"Kladno";"M";"20-64";"8";"22";"14"
"2020-04-01";"CZ0802";"Fr˝dek-MÌstek";"M";"65+";"";"1";""
"2020-08-31";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"65+";"";"4";""
"2020-05-01";"CZ0803";"»esk˝ TÏöÌn";"Z";"20-64";"1";"2";"1"
"2020-09-10";"CZ020B";"P¯Ìbram";"M";"65+";"1";"2";"1"
"2020-09-08";"CZ0324";"Stod";"Z";"20-64";"4";"4";"0"
"2020-03-14";"CZ0206";"MÏlnÌk";"M";"20-64";"1";"3";"2"
"2020-08-16";"CZ020B";"Dob¯Ìö";"Z";"20-64";"";"1";""
"2020-08-22";"CZ0531";"Chrudim";"M";"0-19";"1";"2";"1"
"2020-06-22";"CZ0712";"Litovel";"M";"20-64";"";"6";""
"2020-04-01";"CZ0643";"älapanice";"M";"20-64";"1";"2";"1"
"2020-10-06";"CZ0523";"N·chod";"M";"65+";"1";"2";"1"
"2020-09-03";"CZ0714";"P¯erov";"M";"20-64";"";"2";""
"2020-03-28";"CZ0802";"Fr˝dlant nad OstravicÌ";"Z";"65+";"";"1";""
"2020-10-06";"CZ0511";"Nov˝ Bor";"Z";"20-64";"4";"7";"3"
"2020-04-30";"CZ020B";"Dob¯Ìö";"Z";"65+";"";"1";""
"2020-05-22";"CZ0209";"ÿÌËany";"Z";"20-64";"";"4";""
"2020-09-05";"CZ0423";"LitomÏ¯ice";"M";"20-64";"1";"2";"1"
"2020-10-09";"CZ0533";"Svitavy";"Z";"65+";"1";"2";"1"
"2020-08-05";"CZ0803";"BohumÌn";"M";"20-64";"2";"4";"2"
"2020-05-11";"CZ0423";"LitomÏ¯ice";"M";"0-19";"";"2";""
"2020-10-02";"CZ0311";"T˝n nad Vltavou";"M";"20-64";"";"2";""
"2020-03-12";"CZ0206";"Neratovice";"M";"20-64";"";"1";""
"2020-10-05";"CZ0423";"LitomÏ¯ice";"M";"65+";"4";"8";"4"
"2020-10-09";"CZ0422";"Chomutov";"Z";"20-64";"11";"22";"11"
"2020-10-04";"CZ0412";"Karlovy Vary";"M";"65+";"1";"3";"2"
"2020-07-21";"CZ0712";"Olomouc";"M";"20-64";"1";"4";"3"
"2020-04-19";"CZ0321";"Stod";"Z";"20-64";"1";"2";"1"
"2020-09-18";"CZ0202";"Beroun";"M";"0-19";"1";"2";"1"
"2020-10-08";"CZ099Y";"N/A";"M";"0-19";"1";"1";"0"
"2020-09-28";"CZ0804";"Nov˝ JiËÌn";"Z";"65+";"1";"2";"1"
"2020-07-21";"CZ0642";"Brno";"M";"65+";"1";"5";"4"
"2020-09-23";"CZ0712";"äternberk";"M";"0-19";"2";"8";"6"
"2020-08-27";"CZ0206";"Neratovice";"M";"20-64";"1";"5";"4"
"2020-03-20";"CZ0801";"Krnov";"M";"20-64";"";"2";""
"2020-10-04";"CZ0207";"Mlad· Boleslav";"Z";"0-19";"1";"2";"1"
"2020-08-06";"CZ0801";"R˝ma¯ov";"Z";"20-64";"";"1";""
"2020-06-22";"CZ0724";"Vizovice";"Z";"65+";"";"2";""
"2020-05-18";"CZ0631";"HavlÌËk˘v Brod";"Z";"65+";"";"1";""
"2020-09-29";"CZ0511";"»esk· LÌpa";"Z";"0-19";"";"2";""
"2020-08-10";"CZ020A";"»ernoöice";"M";"0-19";"";"2";""
"2020-10-05";"CZ020B";"N/A";"Z";"20-64";"1";"1";"0"
"2020-09-15";"CZ0322";"Suöice";"Z";"65+";"";"2";""
"2020-05-09";"CZ0209";"ÿÌËany";"M";"65+";"";"2";""
"2020-08-11";"CZ0317";"T·bor";"Z";"20-64";"1";"4";"3"
"2020-09-22";"CZ0522";"Ho¯ice";"Z";"20-64";"1";"2";"1"
"2020-04-26";"CZ0323";"PlzeÚ";"M";"20-64";"";"2";""
"2020-10-01";"CZ0801";"R˝ma¯ov";"Z";"65+";"1";"2";"1"
"2020-06-18";"CZ0201";"Beneöov";"M";"20-64";"";"1";""
"2020-05-22";"CZ0804";"BÌlovec";"M";"20-64";"";"2";""
"2020-08-09";"CZ0802";"Jablunkov";"Z";"65+";"2";"5";"3"
"2020-08-06";"CZ0323";"PlzeÚ";"Z";"0-19";"";"1";""
"2020-09-20";"CZ099Y";"N/A";"M";"0-19";"1";"1";"0"
"2020-06-09";"CZ0323";"PlzeÚ";"Z";"20-64";"";"3";""
"2020-09-06";"CZ0803";"Orlov·";"Z";"0-19";"1";"2";"1"
"2020-09-30";"CZ0804";"Odry";"Z";"65+";"1";"2";"1"
"2020-07-15";"CZ0208";"PodÏbrady";"Z";"20-64";"1";"1";"0"
"2020-10-09";"CZ0425";"LitvÌnov";"Z";"20-64";"2";"2";"0"
"2020-04-08";"CZ0100";"Praha";"Z";"65+";"18";"53";"35"
"2020-07-15";"CZ0522";"JiËÌn";"Z";"20-64";"";"1";""
"2020-09-05";"CZ0644";"HustopeËe";"M";"20-64";"1";"2";"1"
"2020-09-04";"CZ0803";"BohumÌn";"Z";"20-64";"";"1";""
"2020-05-16";"CZ0513";"Liberec";"M";"20-64";"";"3";""
"2020-10-12";"CZ0641";"Blansko";"Z";"65+";"8";"16";"8"
"2020-04-03";"CZ0806";"Ostrava";"Z";"65+";"1";"8";"7"
"2020-10-08";"CZ0312";"»esk˝ Krumlov";"M";"20-64";"6";"14";"8"
"2020-10-06";"CZ0323";"N/A";"M";"65+";"";"2";""
"2020-09-15";"CZ0513";"Liberec";"M";"0-19";"6";"15";"9"
"2020-09-17";"CZ0412";"Karlovy Vary";"M";"20-64";"3";"4";"1"
"2020-07-31";"CZ0412";"Karlovy Vary";"Z";"0-19";"";"2";""
"2020-08-27";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"0-19";"2";"4";"2"
"2020-09-08";"CZ0645";"VeselÌ nad Moravou";"Z";"20-64";"";"1";""
"2020-03-27";"CZ0803";"HavÌ¯ov";"M";"20-64";"1";"4";"3"
"2020-09-09";"CZ0802";"Jablunkov";"Z";"20-64";"";"1";""
"2020-08-21";"CZ0411";"Cheb";"Z";"20-64";"2";"2";"0"
"2020-09-21";"CZ0712";"Olomouc";"Z";"20-64";"17";"17";"0"
"2020-08-17";"CZ0803";"BohumÌn";"Z";"20-64";"";"3";""
"2020-04-27";"CZ0523";"JaromÏ¯";"Z";"65+";"";"1";""
"2020-10-11";"CZ0207";"Mnichovo HradiötÏ";"M";"0-19";"1";"2";"1"
"2020-09-24";"CZ0805";"HluËÌn";"M";"65+";"1";"2";"1"
"2020-09-14";"CZ0641";"N/A";"Z";"20-64";"1";"2";"1"
"2020-06-09";"CZ0316";"Blatn·";"M";"65+";"";"1";""
"2020-04-20";"CZ0203";"Slan˝";"Z";"65+";"";"6";""
"2020-08-31";"CZ0721";"KromÏ¯Ìû";"Z";"20-64";"2";"3";"1"
"2020-10-09";"CZ0634";"T¯ebÌË";"M";"65+";"2";"4";"2"
"2020-10-05";"CZ0321";"Domaûlice";"M";"0-19";"1";"2";"1"
"2020-05-21";"CZ0202";"Ho¯ovice";"Z";"20-64";"";"4";""
"2020-04-23";"CZ0644";"B¯eclav";"M";"20-64";"";"5";""
"2020-07-27";"CZ0427";"⁄stÌ nad Labem";"M";"20-64";"";"7";""
"2020-08-08";"CZ0802";"T¯inec";"M";"65+";"";"1";""
"2020-05-04";"CZ0321";"Horöovsk˝ T˝n";"M";"20-64";"";"2";""
"2020-10-06";"CZ0321";"Domaûlice";"Z";"0-19";"2";"6";"4"
"2020-04-09";"CZ0523";"N·chod";"Z";"20-64";"1";"3";"2"
"2020-07-08";"CZ0321";"Horöovsk˝ T˝n";"M";"0-19";"";"2";""
"2020-08-29";"CZ0643";"älapanice";"M";"20-64";"3";"2";"-1"
"2020-08-27";"CZ0412";"Karlovy Vary";"Z";"65+";"5";"10";"5"
"2020-09-07";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"0-19";"";"2";""
"2020-07-22";"CZ0632";"Jihlava";"Z";"20-64";"3";"2";"-1"
"2020-10-05";"CZ0204";"KolÌn";"M";"65+";"5";"10";"5"
"2020-10-02";"CZ0715";"Mohelnice";"Z";"20-64";"5";"10";"5"
"2020-09-28";"CZ0532";"Pardubice";"M";"20-64";"2";"7";"5"
"2020-09-15";"CZ0724";"Otrokovice";"M";"20-64";"2";"12";"10"
"2020-04-16";"CZ0643";"Ku¯im";"Z";"65+";"1";"3";"2"
"2020-08-13";"CZ0805";"Opava";"M";"65+";"";"1";""
"2020-09-04";"CZ0325";"Kralovice";"M";"0-19";"";"1";""
"2020-10-11";"CZ0631";"SvÏtl· nad S·zavou";"M";"20-64";"";"2";""
"2020-04-21";"CZ020B";"SedlËany";"Z";"20-64";"";"2";""
"2020-04-08";"CZ0532";"Holice";"M";"20-64";"1";"2";"1"
"2020-06-09";"CZ0423";"LitomÏ¯ice";"M";"65+";"";"6";""
"2020-09-09";"CZ0522";"Nov· Paka";"M";"20-64";"";"2";""
"2020-08-19";"CZ0201";"Beneöov";"Z";"20-64";"1";"2";"1"
"2020-04-04";"CZ0806";"Ostrava";"Z";"20-64";"10";"38";"28"
"2020-05-22";"CZ0633";"Pelh¯imov";"Z";"20-64";"";"1";""
"2020-09-23";"CZ0208";"Lys· nad Labem";"M";"0-19";"";"2";""
"2020-09-27";"CZ0712";"Olomouc";"Z";"65+";"";"4";""
"2020-10-11";"CZ0427";"⁄stÌ nad Labem";"M";"0-19";"5";"10";"5"
"2020-04-04";"CZ0534";"VysokÈ M˝to";"Z";"20-64";"";"1";""
"2020-05-21";"CZ0803";"Karvin·";"Z";"65+";"";"2";""
"2020-05-15";"CZ0513";"Liberec";"M";"65+";"";"2";""
"2020-08-22";"CZ0642";"Brno";"Z";"20-64";"4";"16";"12"
"2020-04-09";"CZ020B";"P¯Ìbram";"Z";"0-19";"";"1";""
"2020-07-23";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"20-64";"";"1";""
"2020-04-08";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"65+";"";"1";""
"2020-05-31";"CZ0204";"»esk˝ Brod";"M";"20-64";"";"1";""
"2020-08-14";"CZ0206";"Neratovice";"Z";"20-64";"";"3";""
"2020-08-07";"CZ0207";"Mlad· Boleslav";"Z";"20-64";"2";"3";"1"
"2020-09-01";"CZ0645";"HodonÌn";"M";"20-64";"4";"13";"9"
"2020-04-17";"CZ0522";"JiËÌn";"Z";"20-64";"";"8";""
"2020-09-16";"CZ0724";"Otrokovice";"Z";"20-64";"4";"4";"0"
"2020-10-12";"CZ0411";"Cheb";"M";"20-64";"9";"15";"6"
"2020-03-30";"";"";"";"";"";"2";""
"2020-07-02";"CZ020A";"»ernoöice";"Z";"20-64";"";"3";""
"2020-09-24";"CZ0633";"Pacov";"Z";"0-19";"1";"2";"1"
"2020-09-22";"CZ0802";"T¯inec";"Z";"20-64";"1";"3";"2"
"2020-07-14";"CZ0208";"PodÏbrady";"Z";"65+";"";"2";""
"2020-09-15";"CZ0645";"Kyjov";"Z";"0-19";"2";"8";"6"
"2020-03-15";"CZ0100";"Praha";"M";"20-64";"19";"41";"22"
"2020-09-16";"CZ0533";"Moravsk· T¯ebov·";"M";"0-19";"";"1";""
"2020-05-07";"CZ0646";"Slavkov u Brna";"Z";"20-64";"";"2";""
"2020-10-02";"CZ0804";"Odry";"M";"0-19";"4";"8";"4"
"2020-03-31";"CZ0207";"Mlad· Boleslav";"M";"0-19";"1";"3";"2"
"2020-09-04";"CZ0208";"Nymburk";"M";"20-64";"2";"5";"3"
"2020-09-12";"CZ0209";"ÿÌËany";"M";"20-64";"6";"11";"5"
"2020-09-07";"CZ0524";"Rychnov nad KnÏûnou";"Z";"20-64";"";"2";""
"2020-06-05";"CZ0100";"Praha";"M";"20-64";"2";"90";"88"
"2020-05-04";"CZ0804";"Odry";"M";"20-64";"";"2";""
"2020-04-12";"CZ0423";"Lovosice";"Z";"20-64";"";"3";""
"2020-09-23";"CZ0803";"Karvin·";"Z";"65+";"";"2";""
"2020-03-30";"CZ0522";"JiËÌn";"Z";"20-64";"";"1";""
"2020-09-21";"CZ0324";"Stod";"M";"20-64";"2";"4";"2"
"2020-10-07";"CZ0631";"SvÏtl· nad S·zavou";"M";"20-64";"8";"15";"7"
"2020-04-05";"CZ0100";"Praha";"M";"0-19";"3";"34";"31"
"2020-04-16";"CZ0524";"Dobruöka";"Z";"20-64";"";"4";""
"2020-03-23";"CZ0532";"Pardubice";"M";"20-64";"";"4";""
"2020-05-22";"CZ0803";"Karvin·";"M";"20-64";"2";"34";"32"
"2020-10-09";"CZ0724";"ValaöskÈ Klobouky";"Z";"65+";"3";"4";"1"
"2020-04-28";"CZ0100";"Praha";"M";"65+";"2";"20";"18"
"2020-05-24";"CZ0315";"Prachatice";"M";"20-64";"";"1";""
"2020-04-27";"CZ0712";"N/A";"M";"20-64";"";"1";""
"2020-04-12";"CZ0321";"Domaûlice";"M";"20-64";"1";"8";"7"
"2020-04-12";"CZ0642";"Brno";"Z";"20-64";"";"10";""
"2020-09-04";"CZ0646";"Slavkov u Brna";"M";"20-64";"1";"6";"5"
"2020-06-15";"CZ020B";"N/A";"M";"20-64";"";"1";""
"2020-09-23";"CZ0204";"KolÌn";"Z";"20-64";"4";"15";"11"
"2020-10-02";"CZ0422";"Chomutov";"Z";"20-64";"4";"11";"7"
"2020-07-30";"CZ0100";"Praha";"M";"65+";"2";"8";"6"
"2020-07-15";"CZ0723";"Roûnov pod RadhoötÏm";"M";"20-64";"";"1";""
"2020-09-25";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"20-64";"12";"17";"5"
"2020-05-13";"CZ0311";"»eskÈ BudÏjovice";"M";"0-19";"";"1";""
"2020-04-30";"CZ0524";"Rychnov nad KnÏûnou";"M";"20-64";"";"1";""
"2020-08-25";"CZ0641";"Boskovice";"Z";"0-19";"1";"2";"1"
"2020-07-23";"CZ020A";"»ernoöice";"M";"0-19";"";"4";""
"2020-10-12";"CZ0321";"Domaûlice";"M";"0-19";"5";"10";"5"
"2020-09-14";"CZ020B";"SedlËany";"M";"0-19";"";"4";""
"2020-05-25";"CZ0424";"Louny";"Z";"20-64";"";"1";""
"2020-04-14";"CZ0204";"KolÌn";"M";"20-64";"";"1";""
"2020-05-06";"CZ0805";"Krava¯e";"M";"20-64";"1";"2";"1"
"2020-06-05";"CZ0421";"DÏËÌn";"M";"20-64";"";"3";""
"2020-09-05";"CZ0523";"N·chod";"M";"20-64";"1";"2";"1"
"2020-03-28";"CZ0525";"Trutnov";"M";"20-64";"1";"2";"1"
"2020-03-24";"CZ0644";"B¯eclav";"Z";"0-19";"1";"2";"1"
"2020-07-17";"CZ0803";"Orlov·";"Z";"20-64";"1";"7";"6"
"2020-10-01";"CZ0202";"N/A";"Z";"0-19";"1";"1";"0"
"2020-03-25";"CZ0208";"Nymburk";"Z";"20-64";"";"5";""
"2020-10-05";"CZ0512";"Jablonec nad Nisou";"Z";"20-64";"5";"10";"5"
"2020-09-18";"CZ0411";"Cheb";"M";"0-19";"1";"2";"1"
"2020-04-29";"CZ0205";"»·slav";"Z";"20-64";"";"2";""
"2020-06-18";"CZ0712";"Litovel";"M";"20-64";"";"2";""
"2020-10-02";"CZ0208";"Nymburk";"M";"65+";"1";"2";"1"
"2020-09-22";"CZ0647";"Moravsk˝ Krumlov";"Z";"20-64";"";"2";""
"2020-08-15";"CZ0203";"Kladno";"Z";"20-64";"";"1";""
"2020-10-12";"CZ0722";"N/A";"M";"0-19";"2";"2";"0"
"2020-09-09";"CZ0803";"»esk˝ TÏöÌn";"M";"20-64";"1";"3";"2"
"2020-09-18";"CZ0641";"Boskovice";"Z";"20-64";"3";"11";"8"
"2020-08-20";"CZ0803";"N/A";"M";"65+";"";"1";""
"2020-05-25";"CZ0635";"éÔ·r nad S·zavou";"Z";"20-64";"";"1";""
"2020-07-10";"CZ0643";"älapanice";"M";"20-64";"1";"1";"0"
"2020-08-05";"CZ0646";"Vyökov";"M";"20-64";"";"2";""
"2020-08-22";"CZ0722";"UherskÈ HradiötÏ";"Z";"20-64";"1";"2";"1"
"2020-04-10";"CZ0645";"Kyjov";"Z";"20-64";"";"1";""
"2020-09-16";"CZ0311";"N/A";"M";"20-64";"1";"1";"0"
"2020-07-15";"";"";"";"";"";"3";""
"2020-10-04";"CZ0635";"éÔ·r nad S·zavou";"Z";"20-64";"1";"3";"2"
"2020-10-10";"CZ0714";"P¯erov";"Z";"20-64";"7";"16";"9"
"2020-09-28";"CZ0803";"»esk˝ TÏöÌn";"Z";"20-64";"1";"2";"1"
"2020-08-14";"CZ0802";"Fr˝dek-MÌstek";"M";"0-19";"1";"2";"1"
"2020-05-15";"CZ0631";"ChotÏbo¯";"Z";"20-64";"";"6";""
"2020-09-06";"CZ0721";"KromÏ¯Ìû";"M";"20-64";"";"1";""
"2020-05-01";"CZ0721";"Byst¯ice pod Host˝nem";"M";"20-64";"";"1";""
"2020-09-08";"CZ0805";"Krava¯e";"M";"20-64";"";"1";""
"2020-09-19";"CZ0645";"VeselÌ nad Moravou";"Z";"20-64";"4";"2";"-2"
"2020-05-22";"CZ099Y";"N/A";"Z";"20-64";"";"1";""
"2020-10-11";"CZ0316";"Blatn·";"M";"20-64";"1";"4";"3"
"2020-05-26";"CZ0711";"JesenÌk";"M";"0-19";"";"1";""
"2020-04-02";"CZ0724";"ZlÌn";"Z";"20-64";"";"3";""
"2020-09-11";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"65+";"";"2";""
"2020-05-06";"CZ0327";"Tachov";"Z";"20-64";"";"5";""
"2020-04-02";"CZ0712";"N/A";"M";"20-64";"";"1";""
"2020-08-05";"CZ0523";"Broumov";"M";"20-64";"1";"2";"1"
"2020-09-07";"CZ0423";"Roudnice nad Labem";"Z";"20-64";"1";"2";"1"
"2020-07-02";"CZ0803";"Karvin·";"Z";"0-19";"";"8";""
"2020-05-20";"CZ0646";"Vyökov";"Z";"20-64";"";"4";""
"2020-09-12";"CZ0426";"BÌlina";"M";"65+";"1";"4";"3"
"2020-04-16";"CZ0312";"»esk˝ Krumlov";"Z";"65+";"";"6";""
"2020-10-12";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"Z";"65+";"1";"2";"1"
"2020-10-09";"CZ0205";"»·slav";"M";"20-64";"5";"5";"0"
"2020-04-09";"CZ0712";"Olomouc";"M";"0-19";"";"2";""
"2020-04-15";"CZ0721";"KromÏ¯Ìû";"M";"65+";"";"2";""
"2020-10-07";"CZ0412";"Karlovy Vary";"Z";"0-19";"1";"2";"1"
"2020-08-04";"CZ0712";"Olomouc";"M";"20-64";"1";"3";"2"
"2020-07-06";"CZ0806";"Ostrava";"Z";"20-64";"2";"12";"10"
"2020-07-31";"CZ0316";"Strakonice";"M";"0-19";"1";"1";"0"
"2020-09-30";"CZ0635";"Byst¯ice nad Pernötejnem";"Z";"65+";"1";"2";"1"
"2020-07-09";"CZ0205";"Kutn· Hora";"Z";"20-64";"5";"10";"5"
"2020-10-09";"CZ0203";"Slan˝";"M";"0-19";"2";"6";"4"
"2020-09-18";"CZ0207";"Mlad· Boleslav";"Z";"65+";"2";"4";"2"
"2020-06-09";"CZ0634";"T¯ebÌË";"Z";"0-19";"";"1";""
"2020-05-12";"CZ0805";"Opava";"M";"65+";"";"2";""
"2020-09-21";"CZ0532";"Pardubice";"M";"20-64";"3";"12";"9"
"2020-10-04";"CZ0524";"Rychnov nad KnÏûnou";"M";"20-64";"1";"2";"1"
"2020-07-16";"CZ0802";"T¯inec";"Z";"20-64";"2";"7";"5"
"2020-08-10";"CZ0802";"Jablunkov";"M";"20-64";"2";"8";"6"
"2020-10-03";"CZ0531";"Chrudim";"M";"20-64";"4";"9";"5"
"2020-10-02";"CZ0312";"»esk˝ Krumlov";"Z";"20-64";"2";"7";"5"
"2020-04-20";"CZ0806";"Ostrava";"M";"65+";"1";"12";"11"
"2020-06-05";"CZ0721";"KromÏ¯Ìû";"M";"20-64";"";"3";""
"2020-09-23";"CZ0802";"Jablunkov";"Z";"20-64";"";"2";""
"2020-09-09";"CZ0643";"Ku¯im";"M";"20-64";"";"2";""
"2020-09-26";"CZ0634";"T¯ebÌË";"Z";"65+";"1";"2";"1"
"2020-10-09";"CZ0411";"Cheb";"Z";"65+";"3";"9";"6"
"2020-03-21";"CZ0423";"Lovosice";"Z";"65+";"";"1";""
"2020-09-19";"CZ0513";"Liberec";"Z";"20-64";"10";"30";"20"
"2020-04-23";"CZ0532";"Pardubice";"Z";"65+";"";"2";""
"2020-05-19";"CZ0803";"»esk˝ TÏöÌn";"Z";"20-64";"1";"4";"3"
"2020-09-13";"CZ0645";"HodonÌn";"Z";"20-64";"2";"1";"-1"
"2020-09-07";"CZ0512";"Jablonec nad Nisou";"Z";"0-19";"";"2";""
"2020-04-02";"CZ0635";"NovÈ MÏsto na MoravÏ";"Z";"20-64";"";"1";""
"2020-09-03";"CZ020B";"P¯Ìbram";"M";"65+";"";"1";""
"2020-09-03";"CZ020A";"»ernoöice";"M";"20-64";"7";"18";"11"
"2020-04-02";"CZ0712";"Litovel";"M";"65+";"1";"4";"3"
"2020-03-12";"CZ0207";"Mlad· Boleslav";"M";"20-64";"1";"1";"0"
"2020-09-25";"CZ0803";"Orlov·";"M";"20-64";"";"4";""
"2020-10-11";"CZ0523";"Broumov";"M";"65+";"1";"2";"1"
"2020-09-13";"CZ0633";"Pelh¯imov";"Z";"20-64";"1";"2";"1"
"2020-09-16";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"0-19";"";"2";""
"2020-09-30";"CZ0512";"Jablonec nad Nisou";"M";"20-64";"6";"18";"12"
"2020-04-15";"CZ0209";"ÿÌËany";"M";"20-64";"1";"5";"4"
"2020-04-07";"CZ0803";"HavÌ¯ov";"M";"20-64";"";"3";""
"2020-09-17";"CZ0531";"N/A";"M";"20-64";"1";"1";"0"
